Year,Team,Rank,Position,Players,Cap Dollars,% of Cap
2014,New England Patriots,6,Quarterback,2,"$19,035,000 ",14.45%
2014,New England Patriots,21,Secondary,15,"$17,437,345 ",13.24%
2014,New England Patriots,22,Linebacker,9,"$13,833,920 ",10.50%
2014,New England Patriots,15,Wide Receiver,9,"$12,159,837 ",9.23%
2014,New England Patriots,23,Defensive Line,10,"$9,960,350 ",7.56%
2014,New England Patriots,11,Safety,8,"$9,131,428 ",6.93%
2014,New England Patriots,8,Inside Linebacker,3,"$8,911,176 ",6.77%
2014,New England Patriots,20,Cornerback,7,"$8,305,917 ",6.31%
2014,New England Patriots,13,Tight End,3,"$6,181,041 ",4.69%
2014,New England Patriots,8,Free Safety,4,"$5,920,235 ",4.49%
2014,New England Patriots,19,Defensive Tackle,4,"$5,060,390 ",3.84%
2014,New England Patriots,19,Running Back,4,"$4,996,875 ",3.79%
2014,New England Patriots,27,Outside Linebacker,6,"$4,922,744 ",3.74%
2014,New England Patriots,26,Defensive End,6,"$4,899,960 ",3.72%
2014,New England Patriots,12,Special Teams,3,"$4,665,000 ",3.54%
2014,New England Patriots,29,Tackle,4,"$3,582,300 ",2.72%
2014,New England Patriots,6,Punter,1,"$3,235,000 ",2.46%
2014,New England Patriots,11,Strong Safety,4,"$3,211,193 ",2.44%
2014,New England Patriots,15,Right Tackle,2,"$2,670,000 ",2.03%
2014,New England Patriots,6,Fullback,2,"$1,414,941 ",1.07%
2014,New England Patriots,28,Left Tackle,2,"$912,300 ",0.69%
2014,New England Patriots,13,Long Snapper,1,"$860,000 ",0.65%
2014,New England Patriots,32,Center,1,"$635,000 ",0.48%
2014,New England Patriots,23,Kicker,1,"$570,000 ",0.43%
2014,New Orleans Saints,12,Offense,36,"$60,699,365 ",46.09%
2014,New Orleans Saints,19,Defense,35,"$53,586,139 ",40.69%
2014,New Orleans Saints,2,Secondary,15,"$25,882,590 ",19.65%
2014,New Orleans Saints,2,Quarterback,2,"$21,008,400 ",15.95%
2014,New Orleans Saints,18,Offensive Line,14,"$19,113,136 ",14.51%
2014,New Orleans Saints,16,Defensive Line,13,"$18,187,191 ",13.81%
2014,New Orleans Saints,1,Safety,6,"$16,833,013 ",12.78%
2014,New Orleans Saints,7,Defensive End,9,"$15,473,683 ",11.75%
2014,New Orleans Saints,1,Strong Safety,3,"$13,000,000 ",9.87%
2014,New Orleans Saints,13,Wide Receiver,8,"$12,689,471 ",9.63%
2014,New Orleans Saints,30,Linebacker,7,"$9,516,358 ",7.23%
2014,New Orleans Saints,19,Cornerback,9,"$9,049,577 ",6.87%
2014,New Orleans Saints,16,Tackle,4,"$8,446,823 ",6.41%
2014,New Orleans Saints,11,Left Tackle,2,"$7,703,000 ",5.85%
2014,New Orleans Saints,15,Guard,8,"$7,467,022 ",5.67%
2014,New Orleans Saints,24,Inside Linebacker,3,"$5,178,548 ",3.93%
2014,New Orleans Saints,18,Running Back,7,"$5,107,534 ",3.88%
2014,New Orleans Saints,15,Special Teams,3,"$4,475,000 ",3.40%
2014,New Orleans Saints,30,Outside Linebacker,4,"$4,337,810 ",3.29%
2014,New Orleans Saints,11,Free Safety,3,"$3,833,013 ",2.91%
2014,New Orleans Saints,18,Center,2,"$3,199,291 ",2.43%
2014,New Orleans Saints,28,Defensive Tackle,4,"$2,713,508 ",2.06%
2014,New Orleans Saints,12,Punter,1,"$1,975,000 ",1.50%
2014,New Orleans Saints,30,Tight End,4,"$1,780,824 ",1.35%
2014,New Orleans Saints,17,Kicker,1,"$1,350,000 ",1.03%
2014,New Orleans Saints,3,Long Snapper,1,"$1,150,000 ",0.87%
2014,New Orleans Saints,11,Fullback,1,"$1,000,000 ",0.76%
2014,New Orleans Saints,28,Right Tackle,2,"$743,823 ",0.56%
2014,New York Giants,15,Offense,32,"$57,583,357 ",48.66%
2014,New York Giants,32,Defense,26,"$36,436,809 ",30.79%
2014,New York Giants,3,Offensive Line,10,"$26,899,053 ",22.73%
2014,New York Giants,3,Tackle,3,"$15,250,324 ",12.89%
2014,New York Giants,10,Wide Receiver,10,"$15,118,079 ",12.77%
2014,New York Giants,21,Linebacker,7,"$14,970,134 ",12.65%
2014,New York Giants,4,Left Tackle,2,"$12,625,324 ",10.67%
2014,New York Giants,26,Secondary,11,"$12,081,342 ",10.21%
2014,New York Giants,25,Defensive Line,8,"$9,385,333 ",7.93%
2014,New York Giants,7,Inside Linebacker,3,"$9,195,490 ",7.77%
2014,New York Giants,21,Cornerback,7,"$8,079,976 ",6.83%
2014,New York Giants,5,Center,3,"$7,918,864 ",6.69%
2014,New York Giants,21,Defensive End,4,"$6,595,500 ",5.57%
2014,New York Giants,15,Running Back,3,"$6,031,125 ",5.10%
2014,New York Giants,25,Outside Linebacker,4,"$5,774,644 ",4.88%
2014,New York Giants,28,Quarterback,3,"$5,402,877 ",4.57%
2014,New York Giants,9,Special Teams,3,"$4,890,000 ",4.13%
2014,New York Giants,25,Safety,4,"$4,001,366 ",3.38%
2014,New York Giants,28,Guard,4,"$3,729,865 ",3.15%
2014,New York Giants,3,Kicker,1,"$3,600,000 ",3.04%
2014,New York Giants,25,Tight End,4,"$3,321,132 ",2.81%
2014,New York Giants,27,Defensive Tackle,4,"$2,789,833 ",2.36%
2014,New York Giants,16,Right Tackle,1,"$2,625,000 ",2.22%
2014,New York Giants,19,Free Safety,3,"$2,176,366 ",1.84%
2014,New York Giants,13,Fullback,2,"$811,091 ",0.69%
2014,New York Giants,16,Long Snapper,1,"$795,000 ",0.67%
2014,New York Giants,28,Punter,1,"$495,000 ",0.42%
2014,New York Jets,20,Defense,33,"$53,066,667 ",42.64%
2014,New York Jets,29,Offense,31,"$48,056,403 ",38.62%
2014,New York Jets,5,Secondary,15,"$24,671,987 ",19.83%
2014,New York Jets,17,Defensive Line,10,"$17,447,886 ",14.02%
2014,New York Jets,23,Offensive Line,9,"$17,139,897 ",13.77%
2014,New York Jets,9,Defensive End,7,"$14,787,628 ",11.88%
2014,New York Jets,5,Safety,6,"$13,120,716 ",10.54%
2014,New York Jets,8,Tackle,5,"$12,834,739 ",10.31%
2014,New York Jets,15,Cornerback,9,"$11,551,271 ",9.28%
2014,New York Jets,2,Strong Safety,3,"$10,950,471 ",8.80%
2014,New York Jets,29,Linebacker,8,"$10,946,794 ",8.80%
2014,New York Jets,19,Quarterback,3,"$9,471,691 ",7.61%
2014,New York Jets,24,Wide Receiver,7,"$8,233,137 ",6.62%
2014,New York Jets,12,Running Back,6,"$6,964,329 ",5.60%
2014,New York Jets,12,Left Tackle,2,"$6,850,000 ",5.50%
2014,New York Jets,4,Right Tackle,3,"$5,984,739 ",4.81%
2014,New York Jets,26,Outside Linebacker,4,"$5,737,573 ",4.61%
2014,New York Jets,23,Inside Linebacker,4,"$5,209,221 ",4.19%
2014,New York Jets,11,Special Teams,3,"$4,707,834 ",3.78%
2014,New York Jets,1,Fullback,2,"$4,550,838 ",3.66%
2014,New York Jets,6,Kicker,1,"$3,060,000 ",2.46%
2014,New York Jets,29,Defensive Tackle,3,"$2,660,258 ",2.14%
2014,New York Jets,31,Guard,2,"$2,292,844 ",1.84%
2014,New York Jets,23,Center,2,"$2,012,314 ",1.62%
2014,New York Jets,31,Tight End,4,"$1,696,511 ",1.36%
2014,New York Jets,6,Long Snapper,1,"$1,077,500 ",0.87%
2014,New York Jets,23,Punter,1,"$570,334 ",0.46%
2014,New York Jets,31,Free Safety,1,"$403,945 ",0.32%
2014,Oakland Raiders,7,Offense,27,"$65,348,764 ",48.49%
2014,Oakland Raiders,14,Defense,28,"$54,982,694 ",40.80%
2014,Oakland Raiders,2,Offensive Line,12,"$29,731,523 ",22.06%
2014,Oakland Raiders,3,Linebacker,11,"$27,505,735 ",20.41%
2014,Oakland Raiders,14,Secondary,11,"$21,474,680 ",15.94%
2014,Oakland Raiders,3,Outside Linebacker,6,"$17,599,016 ",13.06%
2014,Oakland Raiders,5,Tackle,5,"$14,663,676 ",10.88%
2014,Oakland Raiders,11,Cornerback,4,"$13,088,033 ",9.71%
2014,Oakland Raiders,2,Running Back,3,"$12,273,334 ",9.11%
2014,Oakland Raiders,7,Guard,4,"$11,581,666 ",8.59%
2014,Oakland Raiders,17,Wide Receiver,7,"$10,870,103 ",8.07%
2014,Oakland Raiders,6,Inside Linebacker,5,"$9,906,719 ",7.35%
2014,Oakland Raiders,13,Safety,7,"$8,386,647 ",6.22%
2014,Oakland Raiders,10,Left Tackle,1,"$8,292,000 ",6.15%
2014,Oakland Raiders,6,Free Safety,4,"$7,053,332 ",5.23%
2014,Oakland Raiders,32,Defensive Line,6,"$6,002,279 ",4.45%
2014,Oakland Raiders,5,Right Tackle,3,"$5,897,798 ",4.38%
2014,Oakland Raiders,15,Tight End,2,"$5,297,545 ",3.93%
2014,Oakland Raiders,2,Fullback,1,"$3,985,000 ",2.96%
2014,Oakland Raiders,25,Defensive Tackle,3,"$3,939,961 ",2.92%
2014,Oakland Raiders,30,Quarterback,3,"$3,665,137 ",2.72%
2014,Oakland Raiders,16,Center,3,"$3,486,181 ",2.59%
2014,Oakland Raiders,26,Special Teams,3,"$2,808,333 ",2.08%
2014,Oakland Raiders,32,Defensive End,3,"$2,062,318 ",1.53%
2014,Oakland Raiders,16,Punter,1,"$1,333,333 ",0.99%
2014,Oakland Raiders,7,Long Snapper,1,"$1,055,000 ",0.78%
2014,Oakland Raiders,28,Strong Safety,2,"$789,058 ",0.59%
2014,Oakland Raiders,28,Kicker,1,"$420,000 ",0.31%
2014,Philadelphia Eagles,9,Defense,29,"$61,737,075 ",46.79%
2014,Philadelphia Eagles,20,Offense,25,"$53,422,106 ",40.49%
2014,Philadelphia Eagles,2,Linebacker,10,"$28,511,997 ",21.61%
2014,Philadelphia Eagles,9,Secondary,12,"$23,908,811 ",18.12%
2014,Philadelphia Eagles,1,Quarterback,3,"$21,333,138 ",16.17%
2014,Philadelphia Eagles,1,Inside Linebacker,6,"$15,610,062 ",11.83%
2014,Philadelphia Eagles,29,Offensive Line,9,"$14,624,414 ",11.08%
2014,Philadelphia Eagles,10,Cornerback,6,"$13,156,945 ",9.97%
2014,Philadelphia Eagles,10,Outside Linebacker,4,"$12,901,935 ",9.78%
2014,Philadelphia Eagles,7,Safety,6,"$10,751,866 ",8.15%
2014,Philadelphia Eagles,26,Defensive Line,7,"$9,316,267 ",7.06%
2014,Philadelphia Eagles,9,Tight End,3,"$7,740,666 ",5.87%
2014,Philadelphia Eagles,26,Wide Receiver,5,"$7,522,649 ",5.70%
2014,Philadelphia Eagles,23,Defensive End,5,"$5,893,264 ",4.47%
2014,Philadelphia Eagles,8,Center,2,"$5,880,625 ",4.46%
2014,Philadelphia Eagles,23,Guard,3,"$4,501,063 ",3.41%
2014,Philadelphia Eagles,27,Tackle,4,"$4,242,726 ",3.22%
2014,Philadelphia Eagles,26,Defensive Tackle,2,"$3,423,003 ",2.59%
2014,Philadelphia Eagles,25,Special Teams,3,"$2,817,500 ",2.14%
2014,Philadelphia Eagles,16,Free Safety,2,"$2,771,667 ",2.10%
2014,Philadelphia Eagles,18,Right Tackle,1,"$2,391,802 ",1.81%
2014,Philadelphia Eagles,27,Left Tackle,3,"$1,850,924 ",1.40%
2014,Philadelphia Eagles,11,Kicker,1,"$1,762,500 ",1.34%
2014,Philadelphia Eagles,31,Running Back,4,"$1,631,239 ",1.24%
2014,Philadelphia Eagles,22,Strong Safety,3,"$1,592,699 ",1.21%
2014,Philadelphia Eagles,24,Long Snapper,1,"$635,000 ",0.48%
2014,Philadelphia Eagles,19,Fullback,1,"$570,000 ",0.43%
2014,Philadelphia Eagles,30,Punter,1,"$420,000 ",0.32%
2014,Pittsburgh Steelers,5,Offense,31,"$66,183,071 ",49.30%
2014,Pittsburgh Steelers,30,Defense,31,"$44,349,156 ",33.04%
2014,Pittsburgh Steelers,16,Offensive Line,15,"$19,956,712 ",14.87%
2014,Pittsburgh Steelers,20,Secondary,10,"$19,174,026 ",14.28%
2014,Pittsburgh Steelers,13,Linebacker,12,"$18,104,822 ",13.49%
2014,Pittsburgh Steelers,9,Quarterback,2,"$17,844,166 ",13.29%
2014,Pittsburgh Steelers,6,Safety,4,"$13,019,016 ",9.70%
2014,Pittsburgh Steelers,12,Outside Linebacker,7,"$11,935,272 ",8.89%
2014,Pittsburgh Steelers,2,Free Safety,2,"$11,263,750 ",8.39%
2014,Pittsburgh Steelers,20,Wide Receiver,5,"$10,637,616 ",7.92%
2014,Pittsburgh Steelers,5,Tight End,4,"$9,226,891 ",6.87%
2014,Pittsburgh Steelers,9,Running Back,5,"$8,517,686 ",6.35%
2014,Pittsburgh Steelers,13,Guard,8,"$8,456,266 ",6.30%
2014,Pittsburgh Steelers,2,Center,5,"$8,430,446 ",6.28%
2014,Pittsburgh Steelers,31,Defensive Line,9,"$7,070,308 ",5.27%
2014,Pittsburgh Steelers,1,Special Teams,4,"$6,678,088 ",4.97%
2014,Pittsburgh Steelers,18,Inside Linebacker,5,"$6,169,550 ",4.60%
2014,Pittsburgh Steelers,26,Cornerback,6,"$6,155,010 ",4.59%
2014,Pittsburgh Steelers,20,Defensive Tackle,5,"$4,984,384 ",3.71%
2014,Pittsburgh Steelers,1,Punter,2,"$4,135,588 ",3.08%
2014,Pittsburgh Steelers,30,Tackle,2,"$3,070,000 ",2.29%
2014,Pittsburgh Steelers,24,Left Tackle,2,"$3,070,000 ",2.29%
2014,Pittsburgh Steelers,31,Defensive End,4,"$2,085,924 ",1.55%
2014,Pittsburgh Steelers,19,Strong Safety,2,"$1,755,266 ",1.31%
2014,Pittsburgh Steelers,14,Kicker,1,"$1,700,000 ",1.27%
2014,Pittsburgh Steelers,14,Long Snapper,1,"$842,500 ",0.63%
2014,San Diego Chargers,10,Offense,35,"$62,175,436 ",47.28%
2014,San Diego Chargers,17,Defense,36,"$53,715,161 ",40.85%
2014,San Diego Chargers,5,Linebacker,11,"$23,214,157 ",17.65%
2014,San Diego Chargers,13,Offensive Line,12,"$23,006,703 ",17.49%
2014,San Diego Chargers,18,Defensive Line,9,"$15,718,659 ",11.95%
2014,San Diego Chargers,24,Secondary,16,"$14,782,345 ",11.24%
2014,San Diego Chargers,12,Defensive End,6,"$14,050,218 ",10.68%
2014,San Diego Chargers,11,Wide Receiver,8,"$13,873,396 ",10.55%
2014,San Diego Chargers,2,Inside Linebacker,4,"$12,388,918 ",9.42%
2014,San Diego Chargers,10,Tackle,4,"$12,061,865 ",9.17%
2014,San Diego Chargers,14,Outside Linebacker,7,"$10,825,239 ",8.23%
2014,San Diego Chargers,11,Guard,6,"$9,500,597 ",7.22%
2014,San Diego Chargers,4,Tight End,5,"$9,376,440 ",7.13%
2014,San Diego Chargers,2,Right Tackle,3,"$8,661,865 ",6.59%
2014,San Diego Chargers,10,Running Back,5,"$8,265,671 ",6.29%
2014,San Diego Chargers,15,Safety,6,"$8,261,259 ",6.28%
2014,San Diego Chargers,25,Cornerback,10,"$6,521,086 ",4.96%
2014,San Diego Chargers,24,Quarterback,3,"$6,114,325 ",4.65%
2014,San Diego Chargers,7,Special Teams,3,"$4,970,000 ",3.78%
2014,San Diego Chargers,8,Strong Safety,3,"$4,705,333 ",3.58%
2014,San Diego Chargers,21,Left Tackle,1,"$3,400,000 ",2.59%
2014,San Diego Chargers,13,Free Safety,2,"$3,220,632 ",2.45%
2014,San Diego Chargers,9,Punter,1,"$2,400,000 ",1.82%
2014,San Diego Chargers,10,Kicker,1,"$2,000,000 ",1.52%
2014,San Diego Chargers,31,Defensive Tackle,3,"$1,668,441 ",1.27%
2014,San Diego Chargers,5,Fullback,2,"$1,538,901 ",1.17%
2014,San Diego Chargers,28,Center,2,"$1,444,241 ",1.10%
2014,San Diego Chargers,30,Long Snapper,1,"$570,000 ",0.43%
2014,San Diego Chargers,1,Kick Returner,1,"$33,529 ",0.03%
2014,San Francisco 49ers,12,Defense,33,"$59,250,976 ",45.44%
2014,San Francisco 49ers,28,Offense,31,"$48,627,119 ",37.29%
2014,San Francisco 49ers,9,Defensive Line,13,"$26,808,133 ",20.56%
2014,San Francisco 49ers,11,Offensive Line,11,"$23,127,926 ",17.74%
2014,San Francisco 49ers,15,Secondary,9,"$21,139,313 ",16.21%
2014,San Francisco 49ers,8,Defensive End,6,"$15,328,210 ",11.75%
2014,San Francisco 49ers,3,Safety,4,"$15,221,340 ",11.67%
2014,San Francisco 49ers,11,Tackle,4,"$12,020,406 ",9.22%
2014,San Francisco 49ers,6,Left Tackle,2,"$11,538,171 ",8.85%
2014,San Francisco 49ers,7,Defensive Tackle,7,"$11,479,923 ",8.80%
2014,San Francisco 49ers,27,Linebacker,11,"$11,303,530 ",8.67%
2014,San Francisco 49ers,6,Running Back,3,"$9,451,030 ",7.25%
2014,San Francisco 49ers,5,Free Safety,2,"$7,943,215 ",6.09%
2014,San Francisco 49ers,3,Strong Safety,2,"$7,278,125 ",5.58%
2014,San Francisco 49ers,6,Center,3,"$7,077,944 ",5.43%
2014,San Francisco 49ers,22,Outside Linebacker,6,"$6,942,476 ",5.32%
2014,San Francisco 49ers,30,Wide Receiver,9,"$6,701,964 ",5.14%
2014,San Francisco 49ers,12,Tight End,5,"$6,500,662 ",4.99%
2014,San Francisco 49ers,28,Cornerback,5,"$5,917,973 ",4.54%
2014,San Francisco 49ers,26,Inside Linebacker,5,"$4,361,054 ",3.34%
2014,San Francisco 49ers,25,Guard,4,"$4,029,576 ",3.09%
2014,San Francisco 49ers,18,Special Teams,3,"$3,987,500 ",3.06%
2014,San Francisco 49ers,32,Quarterback,2,"$2,067,302 ",1.59%
2014,San Francisco 49ers,15,Kicker,1,"$1,700,000 ",1.30%
2014,San Francisco 49ers,15,Punter,1,"$1,400,000 ",1.07%
2014,San Francisco 49ers,12,Long Snapper,1,"$887,500 ",0.68%
2014,San Francisco 49ers,12,Fullback,2,"$836,470 ",0.64%
2014,San Francisco 49ers,30,Right Tackle,1,"$424,000 ",0.33%
2014,Seattle Seahawks,6,Offense,30,"$65,398,771 ",49.91%
2014,Seattle Seahawks,16,Defense,26,"$54,193,614 ",41.36%
2014,Seattle Seahawks,5,Defensive Line,9,"$30,646,258 ",23.39%
2014,Seattle Seahawks,6,Offensive Line,11,"$26,253,293 ",20.04%
